movie_title,genre,director,lead_actor,production_company,country_of_origin,language,rating,box_office_sales,budget,release_date,digital_release_date
Breath (Soom),Comedy,Tobey Kirkebye,Matilde Grievson,Edgeify,Bangladesh,Faroese,8.3,2520894.41,588725.29,7/8/2019,5/17/2020
"Den, The",Romance,Benji Carnow,Sonja Pegram,Feedfire,Hungary,Xhosa,8.5,276969.24,627828.27,8/31/2017,5/18/2017
Mallrats,Adventure,Ulrich Radloff,Herbert Probyn,Mita,Jordan,Polish,9.0,8735273.55,874699.94,9/23/2022,10/24/2021
Shaolin Soccer (Siu lam juk kau),Horror,Jori Warrior,Etienne Kinsella,Babbleset,China,Japanese,4.6,9510080.14,553493.31,7/2/2023,12/6/2018
Imagine That,Sci-Fi,Elysia Trout,Druci Torbeck,Realcube,United States,Sindhi,6.7,3435596.27,500462.41,9/4/2021,9/12/2024
Up,Adventure,Rex Knowlys,Monica Genike,Linkbuzz,Portugal,Burmese,1.7,201091.88,68141.58,4/17/2015,8/25/2019
"Svensson, Svensson - I nöd och lust",Sci-Fi,Asa Tosney,Hermon Ghidelli,Yacero,France,Western Frisian,4.3,8969355.24,477302.15,12/5/2024,11/17/2023
Death Machine,Drama,Nat Bulleyn,Max Arnhold,Topiclounge,Slovenia,Nauru,8.6,5098562.0,703941.39,1/4/2024,11/1/2016
Defiance,Drama,Elwira Blanchflower,Gan Yegorev,Mybuzz,Ukraine,Tsonga,8.9,2030940.72,729744.08,5/21/2019,2/20/2025
Jack Frost,Comedy,Heywood Tapscott,Eugine Foottit,Jabberbean,Portugal,"Greek, Modern (1453-)",2.2,334062.41,118614.66,1/9/2016,1/21/2024
Mutants,Fantasy,Amabel Zottoli,Kay Thornton-Dewhirst,Tekfly,Myanmar,Faroese,6.3,5435985.35,663733.88,12/29/2021,4/15/2019
Picture This,Fantasy,Letitia Gingel,Osmond Braidman,Divavu,Indonesia,Hindi,5.6,1891974.79,496545.71,12/6/2021,10/27/2015
Sansa,Crime,Carce Beechcraft,Valentijn Whichelow,Tavu,Mauritius,Slovenian,8.7,2875696.24,493605.03,2/17/2022,8/15/2017
"Fixer, The",Fantasy,Cristy Bastistini,Emlynne Pendry,Fivebridge,Philippines,Chichewa,2.5,629093.75,245716.72,3/6/2025,6/10/2021
"Last of the Unjust, The (Dernier des injustes, Le)",Crime,Cara Huddy,Antonio Marner,Trilia,Indonesia,Thai,2.4,1890476.28,303337.62,1/13/2017,5/6/2015
"Swordsman II (Legend of the Swordsman, The) (Xiao ao jiang hu zhi: Dong Fang Bu Bai)",Adventure,Guillemette Smeeton,Domenic Marini,Twitterworks,China,Estonian,7.9,8960120.94,164755.36,5/6/2025,4/24/2021
Tavarataivas,Thriller,Germaine Gunney,Katusha Cluney,Tekfly,Iran,Ido,9.9,7017440.63,957817.33,6/24/2025,7/27/2025
"Producers, The",Thriller,Christoforo Farnell,Fairfax Karlqvist,Npath,China,Bengali,8.3,4358763.23,124426.2,10/17/2022,11/28/2024
The Nautical Chart,Sci-Fi,Owen Armin,Cele Barnes,Feedbug,Uzbekistan,Lingala,1.1,191386.97,653190.97,4/16/2018,4/11/2021
"Hollow Crown, The",Comedy,Hansiain Voisey,Ema Adelberg,Zoovu,Indonesia,Manx,1.8,9864786.15,580951.94,6/30/2016,10/30/2018
When Darkness Falls (När mörkret faller),Drama,Bertram Tanfield,Bret Vossing,Skyba,Portugal,Rundi,2.5,2307158.03,532959.25,7/30/2018,12/29/2020
Angel,Sci-Fi,Dena Telling,Nahum Borrell,Realfire,Macedonia,Fulah,1.2,9979284.69,344613.03,8/8/2025,11/15/2017
From Hell It Came,Drama,Creighton Falk,Georgy Beaufoy,Meemm,Guyana,Dzongkha,3.0,1426447.17,687550.67,2/6/2024,6/10/2018
"Muppets, The",Fantasy,Camilla Wind,Shela Christofides,Buzzster,Albania,Latin,3.3,4484445.33,979677.24,10/7/2022,11/24/2023
"Young in Heart, The",Adventure,Noelani Whistance,Gwendolen Mingauld,Zazio,Russia,Sanskrit,7.1,2673231.21,483832.02,3/12/2018,4/24/2019
I'll Be Home For Christmas,Comedy,Xavier Bedburrow,Livvy Pichmann,Layo,China,Portuguese,3.1,2024601.21,119418.5,1/6/2018,1/10/2015
"Innocent Affair, An (Don't Trust Your Husband) (Under Suspicion)",Drama,Maryanna Yearnes,Moe Patel,Skinte,China,Slovenian,9.3,7334276.25,353929.41,5/7/2024,1/9/2018
Winter Passing,Action,Travers De Lascy,Yorgos Pulley,Aibox,Tunisia,Nauru,8.4,6839337.31,571010.38,5/3/2023,5/14/2018
Safe Passage,Romance,Kristine Hurton,Ignatius Woollaston,Oyoloo,Serbia,Samoan,5.7,618624.41,984393.94,1/16/2017,9/10/2024
No End (Bez konca),Action,Cart Gaither,Lauretta Bambury,Avaveo,Sweden,Tigrinya,7.7,5045326.04,874907.54,7/7/2016,8/3/2022
City on Fire (Lung fu fong wan),Horror,Corissa Heggadon,Meara Raddish,Oyoloo,Poland,Aragonese,3.5,7345331.92,197812.82,5/5/2024,4/12/2015
Westward the Women,Action,Karim Pittman,Ilyse Parkes,Lajo,Indonesia,Polish,0.8,417522.57,109720.9,5/19/2021,11/17/2020
Fatal Attraction,Drama,Adda Beecker,Towney McConnal,Zava,Croatia,Herero,8.0,5069613.03,747375.71,5/29/2022,4/9/2017
Day of Wrath (Vredens dag),Comedy,Olwen Gautrey,Matthieu MacAlaster,Quatz,China,Javanese,3.4,4133909.53,567539.15,7/29/2022,5/14/2015
Mad About Mambo,Thriller,Clarisse Peyzer,Glynn Hitter,Avavee,Japan,Chechen,5.1,567181.48,947115.02,12/12/2018,11/9/2015
Call Me Bwana,Crime,Willie Ronchi,Boyd Schapero,Twitterlist,Indonesia,Malagasy,2.5,3116141.59,710175.63,2/19/2020,6/15/2019
"Days Between, The (In den Tag hinein)",Drama,Patty Janota,Verge Zellick,Tekfly,Argentina,Italian,9.9,6265140.57,736893.59,8/26/2020,4/22/2023
"First Day of the Rest of Your Life, The (Le premier jour du reste de ta vie)",Romance,Ulrick Beard,Michelle Habbema,Ooba,Russia,Ganda,4.8,1401762.83,640600.1,8/14/2017,5/14/2017
Lady Killer,Thriller,Aylmar Colbrun,Teri Gambles,Trunyx,Canada,Marshallese,3.1,5165284.21,675685.58,1/25/2018,10/18/2022
Rent-a-Kid,Thriller,Denver Simmonite,Valeda Duxfield,Jazzy,Tanzania,Sanskrit,1.0,3316016.62,915392.49,3/25/2017,11/5/2022
"2013 Rock and Roll Hall of Fame Induction Ceremony, The",Drama,Mallissa Gait,Lauralee Slatcher,Riffpedia,France,Cornish,3.9,2744853.84,376573.13,11/27/2018,2/24/2018
Shaolin (Xin shao lin si),Sci-Fi,Faun Belly,Mariele Bruce,Shuffledrive,Philippines,Slovak,1.0,9664739.74,82145.41,10/13/2020,8/17/2017
Deep in the Woods (Promenons-nous dans les bois),Horror,Farah Hutcheons,Laurie Szanto,Feedfish,Japan,Tajik,7.4,9314218.85,588092.51,3/20/2020,7/27/2025
"Brothers Rico, The",Comedy,Paten Grimster,Deloria Spurritt,Abatz,Poland,Herero,2.1,8309777.4,511083.23,7/10/2015,12/29/2020
Aloha Summer,Drama,Berny Tift,Kathryne Barrs,Linklinks,Turkmenistan,Ewe,8.0,2243931.73,865237.2,2/29/2020,8/24/2024
"Story of Xinghua, The (Xinghua san yue tian)",Thriller,Emmery Stenbridge,Kitti Flinn,Tagcat,Peru,Tswana,5.0,6056697.21,21909.48,2/25/2020,5/21/2024
Sound and Fury,Horror,Bernice Jarritt,Tucker Hazart,Realpoint,China,Slovak,8.6,7227316.92,809451.57,6/7/2020,12/19/2024
"Town Called Hell, A",Drama,Filmore Malatalant,Bartie Dyter,Brightbean,China,Kikuyu,1.5,6453240.89,485951.8,12/18/2022,3/21/2017
Christopher Columbus: The Discovery,Crime,Rowe Bevis,Doroteya Lembcke,Devbug,Kosovo,Lingala,8.2,6780291.5,904420.69,9/21/2016,10/8/2018
Indiscreet,Sci-Fi,Dougy Waliszewski,Bernetta Huxter,Aimbu,Russia,Malagasy,0.9,379602.97,88942.13,10/31/2023,3/13/2019
Visitor Q (Bizita Q),Comedy,Kristine Barhims,Pepillo Sucre,Roomm,Philippines,Sichuan Yi,7.4,2813335.34,251371.38,6/10/2022,6/25/2018
Tokyo Zombie (Tôkyô zonbi),Romance,Ambrosi Hubbins,Duke Helgass,Twinder,China,Sundanese,7.7,1761128.3,178082.95,2/5/2016,12/27/2020
"Big City, The (Mahanagar)",Drama,Kristel Barham,Jo MacRitchie,Oyonder,Portugal,Fijian,9.8,1572869.64,902601.0,6/24/2015,6/16/2021
"Guns of Fort Petticoat, The",Adventure,Abie Eames,Annelise Wolsey,Trudoo,Indonesia,Burmese,1.6,9010428.1,404659.25,6/11/2019,1/21/2025
Days and Hours (Kod amidze Idriza),Sci-Fi,Dallon Woolcocks,Doralynn Killwick,Oba,Poland,Komi,6.1,7534689.19,67002.17,11/18/2016,5/21/2017
Taxi Driver,Fantasy,Eadith Rannie,Hobie McColl,Photobean,Indonesia,Nauru,2.9,6573994.19,867540.27,5/5/2019,6/12/2023
Welcome Mr. Marshall (Bienvenido Mister Marshall),Thriller,Boyd Jordanson,Caty Patroni,Tanoodle,Philippines,Bengali,2.7,2696982.78,859322.47,1/5/2022,1/8/2024
Chinese Puzzle (Casse-tête chinois),Action,Davy Coult,Carry Macenzy,Oyonder,Poland,Slovenian,1.2,6567328.93,380221.64,2/26/2024,9/25/2017
"Dark Side of the Heart, The (Lado oscuro del corazón, El)",Drama,Frankie Pettendrich,Teddie Bowlas,Dabtype,Ukraine,Vietnamese,2.8,168136.58,946864.27,12/25/2023,2/6/2024
Mystery on Monster Island,Crime,Miran Swanson,Ofella Olwen,Leenti,Sweden,Italian,8.8,5513251.66,591341.55,8/24/2025,12/4/2017
Conquest,Thriller,Johnette Felipe,Kylie Cribbin,Skimia,China,Ewe,4.6,2704777.68,145698.85,5/29/2017,10/26/2018
Find Love,Romance,Fionna Anyon,Patsy Twinning,Wordtune,United States,Galician,0.8,5738765.84,276127.98,10/12/2018,4/25/2020
Vivre sa vie: Film en douze tableaux (My Life to Live),Sci-Fi,Winn Miner,Clo Rodgier,Skajo,Indonesia,Croatian,6.9,6043448.66,115799.85,3/10/2020,8/26/2024
Horror Express,Fantasy,Filide De Bruijn,Bone Treat,Skyble,Serbia,Malay,8.7,424071.9,259550.55,3/23/2017,6/14/2023
And Soon the Darkness,Action,Sara Gaffon,Dotty Winyard,Latz,Russia,Macedonian,3.3,2298937.0,545473.32,7/19/2019,11/19/2018
"Tales of Hoffmann, The",Sci-Fi,Ardelis Middleton,Lamont Stoffer,Skyble,Bosnia and Herzegovina,Luba-Katanga,3.6,3592428.52,215871.94,8/9/2023,9/14/2018
Wild America,Horror,Hillie Esposita,Tessa Chalfant,Skiba,United States,Sichuan Yi,6.0,8501813.3,875368.94,1/17/2019,12/26/2017
Extraterrestrial (Extraterrestre),Sci-Fi,Cash Lasseter,Augusta Le Fevre,Zoomlounge,Russia,Western Frisian,2.8,7519375.42,595481.2,4/30/2021,6/18/2023
Santa Claus Is a Stinker (Le Père Noël est une ordure),Horror,Lamond Chippendale,Clare Hunton,Agivu,Nicaragua,Hausa,1.8,4394774.71,122051.94,4/28/2015,5/27/2018
"Match King, The",Fantasy,Zora Dack,Osborne Komorowski,Rhycero,Portugal,French,5.3,3117473.72,788739.17,5/4/2015,10/8/2017
"Dog's Life, A",Thriller,Coretta Barwis,Charis Fatscher,Yadel,China,Panjabi,3.2,8390190.1,142324.96,3/2/2016,4/15/2017
Unfaithful,Thriller,Terry Haythorn,Hyacinthe Drain,Linkbuzz,Indonesia,Malagasy,0.0,1976296.66,650276.81,6/24/2017,12/16/2016
The Bride Wore Red,Sci-Fi,Miller Hutchinges,Leontyne Beausang,Gigashots,China,Esperanto,6.4,8668031.01,403340.08,4/11/2019,3/14/2023
Backlash,Sci-Fi,Gerhardine Sherrum,Ursula Siss,Devify,Mexico,Tagalog,7.4,2871667.63,774008.14,7/18/2024,3/10/2015
Flight of the Intruder,Adventure,Tris Coaker,Yetta Arkin,Skiba,China,Ukrainian,3.6,3821189.82,642146.77,3/18/2018,8/1/2023
Prefontaine,Horror,Quincey Mebs,Stan Vel,Photospace,Argentina,Czech,0.1,8190345.15,741528.22,8/30/2016,5/6/2021
Next Door (Naboer),Fantasy,Archibold Harfleet,Ardith Pattingson,Tagfeed,China,German,9.0,4231898.07,833149.07,3/28/2020,7/27/2024
"Strayed (égarés, Les)",Action,Leela de Quesne,Joni Creeber,Miboo,Greece,Amharic,7.2,916481.13,408940.48,2/11/2018,4/13/2020
Kids World,Romance,Aguste Yeo,Moritz Mattevi,Edgewire,Yemen,Kannada,9.2,7072837.2,851775.45,12/22/2016,9/4/2024
Bus Stop,Crime,Lenci Cottisford,Joletta Maroney,Meevee,Qatar,Javanese,8.7,2033322.92,732012.43,7/11/2017,10/16/2017
Elizabeth,Horror,Amandi Virgoe,Baron Mitrikhin,Skiptube,Russia,Swahili,9.3,3098091.93,909906.21,12/29/2016,1/4/2019
Regret to Inform,Fantasy,Ekaterina Rochester,Kevina Duffyn,Tagopia,United States,Javanese,9.2,6680485.45,397327.65,3/4/2023,2/2/2017
Sherlock Holmes,Sci-Fi,Sherri Daddow,Raye McHenry,Feedfish,Indonesia,Kongo,1.4,9991787.42,508144.25,10/1/2017,5/31/2015
SUBWAYStories: Tales from the Underground,Thriller,Lucien Pluthero,Yasmin Jarrette,Jaxspan,Poland,Esperanto,3.2,9499113.52,198214.56,3/9/2018,6/20/2025
"Brøken, The (a.k.a. Broken, The)",Adventure,Galvan Aughtie,Janetta Gotter,Rhycero,Russia,Sinhala,6.8,6931083.16,976315.79,2/7/2024,6/28/2025
Blind Chance (Przypadek),Thriller,Torrey Fairey,Derward Haldene,Janyx,China,Ganda,1.7,2021863.33,342199.85,1/18/2018,8/23/2017
When Worlds Collide,Romance,Micheal Brotherheed,Adeline Kleeborn,Mydo,Canada,Sichuan Yi,9.4,102120.19,981049.11,3/13/2017,4/14/2017
Fitna,Drama,Claudell Paton,Rhonda Rodda,Mynte,China,Basque,3.8,5253453.84,939655.04,6/25/2025,6/21/2017
Square Dance,Comedy,Tully Aggiss,King Walch,Mybuzz,Indonesia,Oromo,2.8,6388886.58,830106.12,7/16/2015,9/9/2025
"Oh, Heavenly Dog!",Adventure,Barbey Whitby,Madelina Quarlis,Meemm,Indonesia,Irish,7.9,3023340.1,914530.61,10/4/2015,7/1/2025
Born to Be Wild,Action,Florry Djurevic,Zondra Thome,Dablist,Philippines,Quechua,7.7,4522051.76,477376.09,1/16/2024,9/19/2024
"Ennui, L'",Horror,Markos Tregiddo,Hadleigh Andrag,Skyba,China,Marathi,9.7,6841000.8,252795.57,6/1/2019,9/8/2025
Fred: The Movie,Fantasy,Carlen Petegre,Bobbye Fake,Shufflebeat,Portugal,Urdu,4.1,1349945.42,828480.78,8/12/2018,1/23/2025
Flannel Pajamas,Adventure,Inger Leftwich,Kendall Burrett,Eabox,Mozambique,Tswana,4.3,7471747.66,813158.88,1/15/2021,10/1/2018
Ninjas vs. Zombies,Fantasy,Chaddie Giabuzzi,Geralda Cobbing,Meedoo,Brazil,Kazakh,8.8,8420632.24,503764.19,11/15/2022,7/26/2015
Outcast of the Islands,Fantasy,Catharina Lewton,Nahum Killingworth,Gigaclub,Armenia,Aymara,6.4,6245506.3,364554.22,1/27/2018,4/6/2025
Black Death,Fantasy,Elset Abella,Kizzie Duffield,Realmix,Brazil,Church Slavic,5.2,595408.68,307469.08,5/21/2015,9/15/2015
Kadosh,Thriller,Nada Bentinck,Georgina Allsupp,Yata,Russia,Ganda,0.7,7986920.45,502440.34,7/8/2021,4/3/2024
Swamp Shark,Comedy,Claus Parysiak,Sterne Lucey,Roodel,Russia,Korean,7.0,5403744.58,427045.85,10/31/2016,9/12/2023
Fred & Vinnie,Thriller,Martynne Rounsivall,Dee dee Blatchford,Twinte,Sweden,Bengali,6.4,4611585.4,12276.03,4/24/2023,10/16/2015
"Third Man, The",Drama,Durant Fairbrass,Jan Schoolfield,Realblab,Brazil,Church Slavic,9.1,1300786.84,72485.79,5/22/2017,8/20/2018
Eros Plus Massacre (Erosu purasu Gyakusatsu),Romance,Odelia Rembrandt,Roxanna Alishoner,Myworks,Indonesia,Czech,6.8,3901780.83,40353.89,10/4/2023,11/16/2023
Stop Train 349,Horror,Dasha Bernini,Kerwinn Scutching,Jaxworks,Sweden,Fijian,5.8,6282717.8,121543.61,7/8/2022,1/5/2023
Beefcake,Drama,Susanna Bridywater,Jervis Richichi,Roodel,Greece,Occitan (post 1500),9.5,3694664.61,333441.37,12/24/2023,7/2/2025
Meatballs III,Crime,Margarethe Cammidge,Merrill Emmitt,Skinix,Philippines,"Bokmål, Norwegian",2.4,1586083.94,743737.31,4/2/2019,11/24/2016
Gamera vs. Gyaos (Daikaijû kûchûsen: Gamera tai Gyaosu),Sci-Fi,Otha Reinbach,Adolpho Jacobi,Devshare,China,Dutch,9.0,7395420.51,63639.2,7/15/2017,1/1/2018
Sunday Bloody Sunday,Adventure,Gregg Wandrich,Mirabelle Limbert,Livetube,Russia,Uzbek,9.1,7814965.8,374828.53,6/10/2015,4/23/2019
Hong Kong Confidential (Amaya),Thriller,Jemima Keenlayside,Gilbert Suddell,Bubblebox,Indonesia,Korean,8.8,3786525.56,925360.41,1/18/2015,1/12/2022
"I, the Worst of All (Yo, la peor de todas)",Adventure,Sharyl Duggan,Alyce Meechan,Realcube,Russia,Inuktitut,9.8,9649605.37,875392.54,9/15/2017,12/28/2021
Born to Defense (Zhong hua ying xiong),Drama,Marthe Roskelley,Shauna Jurgen,Bubbletube,Venezuela,Amharic,10.0,9884426.0,587035.95,5/16/2019,5/31/2015
"I Was Born, But... (a.k.a. Children of Tokyo) (Otona no miru ehon - Umarete wa mita keredo)",Drama,Harris Olivari,Tristam Abbay,Yodel,Venezuela,Serbian,3.4,9004857.2,534472.19,4/24/2015,2/5/2018
Imagine,Crime,Nikoletta Battson,Emelda Camili,Yamia,Bangladesh,Norwegian,2.0,6304380.1,828722.71,9/17/2019,8/30/2015
"Dog of Flanders, A",Horror,Lutero Baldrey,Raquel Wharmby,Kwinu,Poland,Maori,6.1,804870.58,72565.38,4/28/2018,4/19/2021
Attila (Attila the Hun),Horror,Milzie Koche,Dahlia Coultass,Dabfeed,China,Avaric,4.8,2733185.5,544078.03,2/28/2019,12/10/2017
Raise the Red Lantern (Da hong deng long gao gao gua),Thriller,Neil Grioli,Beth Ibert,Trilith,Indonesia,Afrikaans,9.3,2259649.87,449999.61,12/29/2023,12/7/2020
Lightning Jack,Thriller,Lorrie Whereat,Ellwood Ricoald,Twitterlist,China,Romanian,3.9,9325108.0,712329.29,2/14/2023,2/14/2018
Jamie Marks Is Dead,Action,Amandy Marcinkus,Garvey De Francesco,Realpoint,Russia,Basque,10.0,8934345.5,314066.08,1/12/2018,4/14/2021
Anne of the Thousand Days,Fantasy,Daniele Bullers,Christiano Cramer,Jabberbean,China,Northern Sami,7.1,3415291.53,388619.36,1/9/2022,10/26/2015
56 Up,Sci-Fi,Harmonia Pendrid,Silvester Bourtoumieux,Livefish,Philippines,Polish,5.9,3227557.54,34590.12,9/24/2024,5/29/2019
Dorian Gray,Thriller,Gaile Cockram,Mathilde Eassom,Youtags,Russia,Belarusian,3.9,5118371.68,911961.59,10/18/2022,10/8/2020
Street Trash,Crime,Lukas Veschi,Marta Koenen,Kayveo,Philippines,Dutch,0.2,8020886.66,870361.83,3/22/2019,8/12/2019
Sparrows Dance,Adventure,Veriee Redley,Ray Graber,Kaymbo,Belarus,Lithuanian,5.2,8980871.54,535468.8,6/11/2017,3/31/2015
Stations of the Cross,Sci-Fi,Alix Bell,Vasilis Gouldbourn,Thoughtstorm,China,Romanian,0.0,9079836.1,789288.03,3/13/2021,6/24/2015
Absolute Beginners,Crime,Piggy Sandlin,Sergio Loreit,Fivechat,Philippines,Swati,9.5,7792977.55,782046.2,12/17/2020,1/6/2024
"Bitter Tears of Petra von Kant, The (bitteren Tränen der Petra von Kant, Die)",Crime,Lotty Dales,Natalie Douty,Skiptube,Argentina,Lingala,4.6,4937177.05,617577.26,10/9/2024,6/17/2024
Madame Bovary,Drama,Aldus Lukins,Ezri Hugin,Leexo,Brazil,Icelandic,7.2,8489249.08,87774.75,7/19/2021,11/12/2022
Yanco ,Crime,Dulce Wallsworth,Erda Dowdall,Lazzy,Philippines,Tigrinya,4.9,8382939.31,96381.97,6/30/2017,3/27/2021
Town Without Pity,Drama,Beret Esposita,Oby Le Surf,Miboo,China,Sinhala,0.0,8480107.01,179179.62,2/11/2025,4/12/2016
"Battery, The",Action,Clea Stellino,Marty Canner,Skimia,Netherlands,"Sotho, Southern",9.2,9921395.55,298696.09,3/12/2021,11/18/2023
She Done Him Wrong,Horror,Timofei Kennerknecht,Humfried Oehm,Mudo,China,Somali,7.2,5302132.99,542973.93,2/25/2022,5/14/2022
Nothing to Lose,Sci-Fi,Jeri Greed,Salvatore Beaford,Lazz,Finland,Russian,6.3,4128582.65,783959.01,4/26/2019,1/25/2020
Hot Dog... The Movie,Drama,Adina Capin,Lanny Gronowe,Oloo,Indonesia,Tigrinya,8.3,4879743.36,187268.44,6/14/2024,8/20/2015
Hello Down There,Romance,Paulina Brimblecomb,Ogdan Lydden,Twimbo,United States,Tatar,9.0,1089353.46,557899.95,10/18/2025,1/20/2024
Kindergarten Cop,Thriller,Andreas Hedney,Emory Belasco,Mita,China,Maltese,8.8,9199714.6,969914.87,7/2/2019,6/19/2024
A Most Violent Year,Crime,Wilhelm Renak,Bernie Kerr,Linkbuzz,Liberia,Estonian,6.3,2909303.05,822090.13,5/4/2025,10/16/2025
"Django the Bastard (Strangers Gundown, The) (Django il bastardo)",Fantasy,Amelita Hardy-Piggin,Odella Dugmore,Browsebug,Dominican Republic,Hungarian,3.4,2982122.26,555975.3,10/20/2016,4/10/2015
Private Lives,Sci-Fi,Joli Vaz,Sianna Wipfler,Quimba,China,Tibetan,5.9,6291519.22,501991.27,3/29/2016,6/22/2017
Newlyweds,Drama,Dara Rainton,Felicdad Jewson,Cogilith,United States,Interlingua (International Auxiliary Language Association),2.5,8018400.38,651632.8,2/22/2017,9/12/2018
Neon Genesis Evangelion: Death & Rebirth (Shin seiki Evangelion Gekijô-ban: Shito shinsei),Sci-Fi,Yorker Wilce,Bidget Kyte,Edgetag,Mongolia,Avestan,7.8,5154477.87,47150.8,7/1/2016,1/28/2017
Platoon,Adventure,Sean Darbon,Inna Benit,Youopia,Indonesia,Russian,0.4,3679239.94,804401.59,3/19/2019,1/1/2016
King Kong vs. Godzilla (Kingukongu tai Gojira),Adventure,Aeriela Pourvoieur,Tuckie Klimke,Topicshots,China,Afar,7.4,4460507.43,330332.63,6/18/2025,4/25/2020
That Thing You Do!,Horror,Germain Mousley,Fenelia MacCard,Rooxo,Indonesia,Bislama,6.9,8941273.37,511379.56,7/11/2017,12/9/2020
"Nanny Diaries, The",Drama,Tamqrah Mandres,Agna Petti,Fliptune,Russia,Cree,5.5,6683664.97,526813.74,10/17/2021,4/8/2015
Def-Con 4,Fantasy,Angil Bolles,Rhianna Conklin,Dazzlesphere,China,Twi,2.8,6158554.59,322545.31,9/25/2016,12/8/2023
The Story of Asya Klyachina,Adventure,Rodger Pymar,Flor Sans,Skipstorm,Poland,Walloon,9.8,7825408.45,923131.67,12/23/2019,12/31/2016
Powaqqatsi,Romance,Nicolis Crim,Danya Helbeck,Realcube,Indonesia,Limburgan,4.5,3295363.92,213794.75,8/25/2022,1/27/2025
Madagascar: Escape 2 Africa,Romance,Carrissa Filipov,Lettie Cobby,Chatterpoint,Japan,Telugu,7.2,9257676.42,656007.45,2/19/2024,2/6/2017
Death Wish,Adventure,Sydel Raccio,Quinn MacNish,Skippad,Pakistan,Inuktitut,1.6,6762862.36,173299.17,2/26/2024,4/8/2022
California Conquest,Fantasy,Lucienne Brownlea,Mikaela Godar,Tekfly,Ukraine,Komi,9.4,3344985.44,156497.85,5/5/2024,4/18/2017
Pax Americana and the Weaponization of Space,Horror,Gherardo Suddick,Ali Ruzek,Zoovu,China,Chamorro,7.0,921730.99,977340.72,9/29/2018,1/31/2016
"Sign of Leo, The (Signe du lion, Le)",Romance,Munmro Knowlman,Holly Morris,Jayo,Afghanistan,Swati,4.0,4259257.38,175217.53,2/11/2015,4/2/2020
Shadows,Romance,Karita Joannidi,Julienne O'Dempsey,Meembee,Poland,Avaric,7.2,1472381.64,437450.77,8/15/2022,10/20/2015
It's Impossible to Learn to Plow by Reading Books,Sci-Fi,Murial Dawidowsky,Franni Epp,Tagcat,Russia,Malay,0.8,8450299.14,949438.08,5/20/2025,3/13/2024
Xala,Romance,Dexter Richings,Merla Nesbit,Voomm,Czech Republic,Bosnian,0.2,4905645.62,315972.38,2/26/2019,5/17/2022
Looper,Fantasy,Brucie Ellett,Ennis Stotherfield,Zava,Indonesia,Burmese,8.8,4910829.92,250840.48,2/14/2022,6/11/2015
"Human Race, The",Comedy,Morry Elleton,Kyla Borless,Skipstorm,China,Avaric,3.9,8732610.17,924324.27,7/26/2025,9/30/2020
Haunted House,Thriller,Guenevere Longstreet,Jud Favela,Skidoo,Brazil,Ganda,9.1,6316256.13,147482.01,1/30/2018,10/5/2021
Edmond,Comedy,Lela Earingey,Kristo Alcoran,Thoughtstorm,Sweden,Breton,5.1,4656165.87,178066.94,9/12/2020,4/13/2025
"Guardian, The",Drama,Michelina Haggart,Gabe Giovannelli,Photofeed,Ireland,Macedonian,7.7,1096706.7,281219.71,7/19/2025,1/10/2022
"I Love You, I Love You Not",Thriller,Cornelia Axten,Ray Throughton,Camimbo,China,Akan,7.3,2042734.4,325172.69,11/21/2017,11/1/2025
Rooster's Breakfast (Petelinji zajtrk),Drama,Maxine Dolle,Amandy Sciacovelli,Avavee,China,Turkmen,5.0,2377979.25,771681.51,11/22/2022,12/25/2024
The Seven-Ups,Adventure,Karlotte Wittrington,Myca Seakings,Feedspan,Indonesia,Tswana,9.6,8248744.36,438194.63,11/13/2024,3/24/2021
Adios Sabata,Romance,Tina Craigg,Donovan Azema,Ailane,Panama,Occitan (post 1500),2.1,3377164.74,874450.66,5/6/2017,1/19/2024
"Grandpa for Christmas, A (Bert & Becca)",Fantasy,Abramo Karpychev,Hamid Janodet,Vinder,Argentina,Luba-Katanga,4.6,9011514.72,490761.81,3/20/2025,12/22/2019
Giallo,Fantasy,Eduino Jossum,Shelden Guthrum,Podcat,Peru,Bengali,7.0,4312905.65,437667.17,6/1/2021,2/5/2025
Mr. Moto's Last Warning,Drama,Netti Kirsz,Pamella Acedo,Avamba,Russia,Kannada,8.9,5829407.45,566309.95,8/7/2021,5/19/2016
1000 Journals,Fantasy,Kala Shobbrook,Trefor Eymor,Einti,China,Sinhala,0.0,4985806.94,172230.75,5/1/2016,10/25/2024
#chicagoGirl: The Social Network Takes on a Dictator,Romance,Allsun Brammall,Nate Sowman,Kwilith,Togo,Latin,1.8,7600142.7,730641.45,5/24/2018,6/23/2024
Sergio,Crime,Kelly Grason,Trescha Mariotte,JumpXS,Angola,Ossetian,1.2,1782311.81,592852.76,10/4/2023,11/23/2015
The Gamers: Hands of Fate,Horror,Prudy Langdridge,Ruthy Dalziell,Rhynoodle,Pakistan,Yoruba,4.8,3903678.69,512519.68,8/19/2018,2/22/2023
Last Train from Gun Hill,Adventure,Robinett Culver,Rubetta Kennaird,Npath,Brazil,Azerbaijani,4.0,1713221.11,431060.51,8/9/2016,1/30/2025
O Amor das Três Romãs,Horror,Griff Humberstone,Donaugh Mussared,Talane,Greece,Ndonga,4.3,7753543.74,110556.49,3/12/2021,8/5/2025
